Timestamp	Data	Título	Subtitulo	Texto da matéria	Editoria	Veículo de Comunicação	Autor	Localidade	Tags	Link para a matéria original	Link para todos os vídeos	Link para fotos	Link para fotos	Link para fotos	Link para fotos	Link para fotos	Link da imagem da matéria
7/20/2015 15:34:01	7/17/2015	Atores homenageiam Carequinha no centenário do palhaço; veja vídeo	Alunos da Eslipa cantaram 'Parabéns! Parabéns!' para o mestre. 'É o nosso exemplo máximo de palhaço brasileiro', afirma ator circense.	O nascimento do George Savalla Gomes, o Carequinha, completa 100 anos no sábado (18). Se depender dos jovens aprendizes da arte circense de fazer rir, o legado do mais famoso palhaço brasileiro, morto em 2006, está longe do fim. Na quarta-feira (13), durante um show gratuito no Largo do Machado, na Zona Sul do Rio, alunos da Escola Livre de Palhaços (Eslipa), que funciona na Escola Nacional de Circo, falaram ao G1 sobre o ídolo e cantaram o famoso "Parabéns! Parabéns!", imortalizado por ele (veja acima). “O Carequinha está para os palhaços assim como Pelé, Romário e Zico estão para os jogadores de futebol. Ele é o nosso exemplo máximo de palhaço brasileiro”, afirmou um dos fundadores da Eslipa, o ator Richard Riguetti, que vive o Palhaço Café Pequeno da Silva e Psiu há 38 anos. Os aprendizes de palhaços relembram o trabalho do mestre por fotos, filmes e programas de TV, atualmente mais acessíveis como materiais de pesquisa graças à internet.  Convivência de perto A atriz Cínthia Nunes, de 27 anos, que encarna a Palhaça Rita Roberta, teve a oportunidade de conhecer o ator de perto. Ela cresceu em São Gonçalo, na Região Metropolitana do Rio, onde George Savalla morava. Durante sua infância e adolescência, ela conviveu não com o Carequinha, mas com o homem que estava por trás da maquiagem e do nariz vermelho. “Eu sempre passava em frente à casa dele. Só que eu nunca imaginei que eu seria uma palhaça. Senão, eu tinha aproveitado muito mais o contato com ele. Eu passava e ele estava de roupa social, com o cabelo bem penteado. Um figurino totalmente sério. O oposto do que seria o figurino de palhaço era ele no dia a dia. Ele ficava sentado em frente a casa. E eu passava e falava com ele. Tanto que eu tenho um cartãozinho autografado, que ele escreveu para mim,” conta Cínthia, que só teve contato com Carequinha nos palcos e no circo mais tarde, em uma formatura.  Ela comenta que o humor de Carequinha não tem apelação. “O que eu acho que é mais importante no trabalho dele é a inocência. São as brincadeiras, as piadas mais inocentes que fazem tanto o adulto quanto a criança rirem.” Tiago Carva, que desde 2010 incorpora o Palhaço Churumello, concorda que o segredo do trabalho de Carequinha é a simplicidade. “O sorriso, não por truques ou traquitanas. Ele tinha carisma próprio. O olhar e o sorriso dele, já naquela fase de bom velhinho, encantavam qualquer criança. Às vezes, ele não precisava fazer nada, mas com o sorriso já encantava multidões”, destaca. Tiago lamenta não ter tido contato pessoal com o mestre, como Cínthia o teve, mas afirma rever o trabalho de Carequinha em vídeos e em ensinamentos e ressalta que o trabalho dele continua a ser referência. “A busca pelo circo tradicional e pelo palhaço brasileiro passa por ele e por vários outros palhaços, que sempre serviram de exemplo e permeiam este meio do circo e do humor brasileiro. O Carequinha é um dos maiores exemplos de palhaço a se seguir”, afirma Tiago.  Referência Lilian Moraes, que fez nascer em 1991 a Palhaça Currupita, confirma que o trabalho de Carequinha é referência. “Eu sou do Rio de Janeiro. Então, o Carequinha foi o palhaço da minha infância. Eu o acompanhava sempre que podia. Minha mãe me levava às apresentações dele. Ele tinha alguns shows que circulavam e a gente estava sempre presente quando podia. Ele foi a minha referência de palhaço”. Ela acredita que o trabalho do artista chama a atenção por levar à tona o que há de mais escondido nos seres humanos. “O Carequinha, acredito que assim como a maioria dos palhaços brasileiros, tem a capacidade de, através da sua obra, lidar com a fragilidade do ser humano”. O casal de atores Martha Paiva e Gabriel Sant’Anna, de 28 e 36 anos respectivamente, interpretam os palhaços Dondoca e Pastel. Moradores de São Gonçalo, mesmo não tendo conhecido Carequinha pessoalmente, afirmam terem sido impactados pelo trabalho dele.  Gabriel conta que conheceu o trabalho de George Savalla Gomes quando era menino, em Itatiaia. “O Carequinha, para mim, foi meu primeiro imaginário de palhaço. Eu ainda era moleque e ele era aquele palhaço que entrava pela ‘tevelisão’. Eu via e dizia: um dia eu quero ver o Carequinha de perto”. Já adolescente, viveu uma aventura para conhecer o ídolo de perto. Gabriel conta que pegou um ônibus para outra cidade e viu um show biográfico do palhaço, que durou quatro horas. “Foi a única vez que vi o Carequinha. E ele ficou grudado no meu coração”. A Palhaça Dondoca conta que ver o artista abriu espaço para que ela gostasse das artes circenses. “Ele me ajudou a achar isso tudo muito legal”. Richard Riguetti, um dos fundadores da Escola Livre de Palhaços (Eslipa), reitera a importância do exemplo do mestre das brincadeiras no picadeiro para os palhaços brasileiros. “O legado do Carequinha é manter a arte do palhaço viva no coração de todos os brasileiros. Ele significa a esperança no futuro. O homem ri porque crê, porque acredita no futuro, porque vislumbra um futuro melhor. Este é o legado que o Carequinha deixou para todos os estudantes de palhaço do Brasil”.	Cultura	G1	Cristina Boeckel	São Gonçalo	homenagem,palhaco,carequinha,cultura,circo,sao goncalo	http://g1.globo.com/rio-de-janeiro/noticia/2015/07/atores-homenageiam-carequinha-no-centenario-do-palhaco-veja-video.html	http://g1.globo.com/rio-de-janeiro/noticia/2015/07/atores-homenageiam-carequinha-no-centenario-do-palhaco-veja-video.html	http://s2.glbimg.com/anEDVBCsJYGnn82sOexeoYtFRiM=/300x225/s.glbimg.com/jo/g1/f/original/2015/07/16/rita_roberta.jpg	http://s2.glbimg.com/9wDhixHd5kDTPO8yl3PRxfGaTVw=/s.glbimg.com/jo/g1/f/original/2015/07/16/richard.jpg				https://www.dropbox.com/s/351qit28y9h6tjw/2015-07-17-%5Bhomenagem%2Cpalhaco%2Ccarequinha%2Ccultura%2Ccirco%2Csao%20goncalo%5D-G1%20Atores%20homenageiam%20Carequinha%20no%20centenario%20do%20palhaco.png?dl=0
7/20/2015 15:40:57	7/16/2015	Polícia Federal faz operação no Rio para coibir fraudes no SUS		A Polícia Federal (PF) cumpriu hoje (16) mandados de prisão e de busca e apreensão contra um grupo acusado de fraudar o Sistema Único de Saúde (SUS) no município de São Gonçalo, no Grande Rio. Segundo a PF, três clínicas privadas conveniadas ao SUS são acusadas de falsificar comprovantes de atendimento pelo sistema público de saúde em procedimentos de baixa complexidade. Acredita-se que o grupo tenha lesado o SUS em R$ 7,5 milhões. De acordo com a PF, os donos dessas clínicas contavam com a proteção de um vereador local, que recebia propina para evitar que esses locais fossem fiscalizados pelos órgãos municipais competentes. Apenas o político pode ter recebido R$ 2 milhões em propinas. Segundo a PF, os proprietários das clínicas usavam “laranjas” (outras pessoas) em seus quadros societários para dificultar a vinculação desses empresários à fraude. A Justiça expediu 11 mandados de busca e apreensão e um de prisão preventiva. Os empresários e o vereador serão indiciados por estelionato, corrupção e associação criminosa.	Polícia	Boa informação	CorreioBraziliense	São Gonçalo	policia,federal,operacao,fraudes,sus,vereador,sao goncalo	http://boainformacao.com.br/brasil/policia-federal-faz-operacao-no-rio-para-coibir-fraudes-no-sus/							https://www.dropbox.com/s/351qit28y9h6tjw/2015-07-17-%5Bhomenagem%2Cpalhaco%2Ccarequinha%2Ccultura%2Ccirco%2Csao%20goncalo%5D-G1%20Atores%20homenageiam%20Carequinha%20no%20centenario%20do%20palhaco.png?dl=0
7/20/2015 15:48:24	7/20/2015	Vereador de São Gonçalo (RJ) é preso por suspeita de participação de fraude no SUS 			Polícia	GloboNews	GloboNews	São Gonçalo	vereador,preso,sao goncalo,preso,fraude,sus	http://globotv.globo.com/globo-news/jornal-globo-news/v/vereador-de-sao-goncalo-rj-e-preso-por-suspeita-de-participacao-de-fraude-no-sus/4326721/	http://globotv.globo.com/globo-news/jornal-globo-news/v/vereador-de-sao-goncalo-rj-e-preso-por-suspeita-de-participacao-de-fraude-no-sus/4326721/						https://www.dropbox.com/s/mezv37r1xy0qx55/2015-07-20-%5Bvereador%2Cpreso%2Csao%20goncalo%2Cpreso%2Cfraude%2Csus%5D-Jornal%20GloboNews%20Vereador%20de%20Sao%20Goncalo%20RJ%20e%20preso%20por%20suspeita%20de%20participacao%20de%20fraude%20no%20SUS.png?dl=0
7/20/2015 15:55:15		Comandante sai do batalhão de São Gonçalo cantando música de Luan Santana: 'Eu volto'			Segurança	Extra	Fabiana Paiva	São Gonçalo	comandante,batalhao,sao goncalo,tenete-coronel,fernando salema,bpm,policia	http://extra.globo.com/noticias/extra-extra/comandante-sai-do-batalhao-de-sao-goncalo-cantando-musica-de-luan-santana-eu-volto-16792090.html		http://extra.globo.com/incoming/16789607-fa8-8c8/w640h360-PROP/_MG_0029.JPG					https://www.dropbox.com/s/jb056isiles94xm/2015-07-16-%5Bcomandante%2Cbatalhao%2Csao%20goncalo%2Ctenete-coronel%2Cfernando%20salema%2Cbpm%2Cpolicia%5D-Comandante%20sai%20do%20batalhao%20de%20Sao%20Goncalo%20cantando%20musica%20de%20Luan%20Santana.png?dl=0
7/20/2015 16:01:20	7/20/2015	São Gonçalo: Governador Pezão atende solicitação e retoma obras no Jardim Catarina		Atendendo ao pedido do Vereador Dudu do Catarina (SDD), o Governo do Estado retomou está semana, a nova etapa de obras de drenagem e pavimentação da bacia 8, do bairro Jardim Catarina, em São Gonçalo. O serviço, executado pelo DER-RJ (Departamento de Estradas de Rodagem), integra o programa Bairro Novo, que realiza intervenções de saneamento básico e urbanização no local, considerado o maior loteamento da América Latina. Atualmente, 86 % dos trabalhos na região já foram concluídos. O programa foi distribuído nas bacias 5A, 6B, 6C, 7A e 7B, abrangendo 62 ruas, em um total de 43,6 quilômetros de extensão. As bacias 3B e 5B também foram incluídas no Bairro Novo. Estão sendo investidos R$ 201 milhões nas obras no Jardim Catarina, que também receberá três elevatórias de esgoto e uma estação para tratamento de água. O bairro tem aproximadamente 25 mil lotes e 200 mil habitantes. Dentre as ruas do Jardim Catarina que serão contempladas com a iniciativa estadual incluem-se a Rua 10 (Eurico do Vale); Rua 13 (Leão Gambeta); Rua 14 (Carlos Fox); Rua 15 (Otávio Ferller); Rua 16 (Lúcio Bittencourt); Rua 17 (João Labord); Rua 18 (São José do Ouro); Rua 19 (Otacílio Negrão de Lima); e as Avenidas Santa Catarina (Trecho) e Domício da Gama (até a Rua 20).  O vereador Dudu do Catarina visitou os canteiros das obras e comentou o reinício das intervenções do bairro. “Depois da uma paralisação momentânea, em fim, a nossa tão sonhada obra da bacia 8, foi retomada. Só tenho que agradecer ao Governador Pezão, por cumprir com a sua palavra, conforme tinha prometido, que antes de agosto, as intervenções retornaria no Catarina. É uma passo de cada vez, vamos seguir trabalhando. Sempre lembrando da Ipuca, que também merece obras e as obras irão chegar”, comentou o parlamentar gonçalense. “Esta obra é uma vitória para os moradores de Jardim Catarina, que tem 200 mil habitantes e é praticamente uma cidade dentro de São Gonçalo. O objetivo do Governo do Estado, através da Secretaria de Obras e do DER-RJ, é mudar a realidade de milhares de pessoas, que há muito aguardavam por melhorias concretas. Esperamos finalizar mais esta jornada em pouco tempo”, disse o presidente do DER-RJ, Ângelo Monteiro.	Cidades	O Itaboraí		São Gonçalo	sao goncalo,governador,pezao,jardim catarina,der-rj,bairro	http://jornaloitaborai.com.br/index.php/cidades/item/4466-são-gonçalo-governador-pezão-atende-solicitação-e-retoma-obras-no-jardim-catarina		http://jornaloitaborai.com.br/images/Noticias/2015/Julho/16.07.2015/11178654_870789913015212_167335730_n.jpg					https://www.dropbox.com/s/og5b454wsk66qns/2015-07-20-%5Bsao%20goncalo%2Cgovernador%2Cpezao%2Cjardim%20catarina%2Cder-rj%2Cbairro%5D-Sao%20Goncalo%20Governador%20Pezao%20atende%20solicitacao%20e%20retoma%20obras%20no%20Jardim%20Catarina.png?dl=0
7/20/2015 16:06:33	7/16/2015	Gerentes de dois postos de gasolina em Niterói e São Gonçalo são presos em ação do Procon		Uma nova ação da operação “Meia Bomba”, do Procon Estadual, foi realizada, nesta quinta-feira (16), com o objetivo de fiscalizar seis postos de gasolina que foram alvos de denúncias em São Gonçalo e Niterói, na Região Metropolitana do Rio. Devido as irregularidades encontradas, gerentes de dois postos, um em cada cidade, foram presos.  Segundo o órgão, o gerente do Posto de Combustíveis AMD, localizado na Rua José Lourenço de Azevedo, 181, em São Gonçalo, foi preso por seu estabelecimento possuir três bombas de etanol com vazamento, configurando risco ao consumidor. As bombas foram lacradas pelo Instituto de Pesos e Medidas (Ipem), até serem reparadas. Além disso, havia produtos vencidos à venda e sem identificação de preço.   Já o gerente do Auto Posto Entreposto, localizado na Estrada Francisco da Cruz, 11315, em Niterói, foi preso por vender bebidas vencidas na loja de conveniência do posto. Também não havia preços nos produtos expostos para venda.   Apesar de não haver irregularidades no Posto Brasilândia, localizado na Rua Abílio José de Matos, 308, em Porto da Pedra, São Gonçalo, a equipe de policiais que acompanhava a ação, flagrou um segurança com carteira falsa da PM e portando uma arma. O homem foi preso e encaminhado para a 74ª DP (Alcântara).	Polícia	O Gonçalense	Isaac Silva	São Gonçalo	gerentes,postos,gasolina,niteroi,sao goncalo,presos,procon,operação,meia bomba	http://www.ogoncalense.com/noticia/12220/gerentes-de-dois-postos-de-gasolina-em-niter-i-e-s-o-gon-alo-s-o-presos-em-a--o-do-procon.html		http://www.ogoncalense.com/arquivos/noticias/12220/9a7a368d5630693266b8b9b6e3843733.jpg					https://www.dropbox.com/s/jqlburv3yggs8vz/2015-07-16-%5Bgerentes%2Cpostos%2Cgasolina%2Cniteroi%2Csao%20goncalo%2Cpresos%2Cprocon%2Copera%C3%A7%C3%A3o%2Cmeia%20bomba%5D-Gerentes%20de%20dois%20postos%20de%20gasolina%20em%20Niteroi%20e%20Sao%20Goncalo%20sao%20presos%20em%20acao%20do%20Procon.png?dl=0
7/20/2015 16:14:12	7/17/2015	Fiscais do Meio Ambiente de São Gonçalo interditam empresa		Fiscais da Secretaria de Meio Ambiente de São Gonçalo paralisaram na manhã de quarta-feira (15/07) as atividades da empresa Construvalle, no bairro do Coelho, por 15 dias, devido ao despejo irregular que estava transformando um terreno em aterro clandestino na Rua Itambi, no Laranjal. De acordo com denúncia anônima, caminhões da firma despejavam resíduos de construção civil no local. Na última sexta-feira (10/07), fiscais deram o flagrante na área. A empresa foi autuada e o valor da multa ainda será estipulado pela Secretaria. Esta deu prazo de 30 dias para a retirada do material da Rua Itambi, para não receber nova multa. A Construvalle aluga caçambas e retroescavadeiras e possui licença do Instituto Estadual do Ambiente (Inea) para operar.  “Operações como essa são ações rotineiras da nossa fiscalização. A política da Secretaria de Meio Ambiente é de tolerância zero com os crimes ambientais”, afirmou Vítor Diniz, que comandou a operação. 	Meio Ambiente	Correio da Cidade		São Gonçalo	fiscais,meio ambiente,sao goncalo,construvalle,bairro,coelho	http://correiodacidadeonline.com.br/fiscais-do-meio-ambiente-de-sao-goncalo-interditam-empresa/		http://correiodacidadeonline.com.br/wp-content/uploads/2015/07/empresa.jpg	http://correiodacidadeonline.com.br/wp-content/uploads/2015/07/empresa1.jpg				https://www.dropbox.com/s/p5r1ju5y8rsfcie/2015-07-17-%5Bfiscais%2Cmeio%20ambiente%2Csao%20goncalo%2Cconstruvalle%2Cbairro%2Ccoelho%5D-Fiscais%20do%20Meio%20Ambiente%20de%20Sao%20Goncalo%20interditam%20empresa.png?dl=0
7/21/2015 15:49:24	7/20/2015	São Gonçalo ganha Abrigo para Meninas		São Gonçalo (Rj) – Um abrigo com cara de casa. Assim foi definido o novo espaço onde funcionará a Casa de Apoio às Adolescentes de São Gonçalo na manhã desta segunda-feira (20). O Abrigo Municipal funciona numa casa no bairro Jardim Catarina e tem capacidade para acolher até 20 meninas entre 12 e 18 anos incompletos, em regime de acolhimento temporário. “Esse espaço é muito adequado e percebi que as crianças ficaram encantadas com a casa. Nosso objetivo é dar dignidade e qualidade de vida para essas jovens que passam por situações de conflito familiar e, por isso, precisam se afastar. Dentro de aproximadamente um mês estaremos inaugurando o Abrigo para Meninos, em Vista Alegre”, afirmou o prefeito. [wp_bannerize group="Dentro da Notícia" categories="5,7,1,2371,2378" random="1" limit="1"] A visita ao local foi acompanhada pelas promotoras Fernanda Louise da Silva e Danielle Carvalho, ambas da Promotoria da Justiça Infância e Juventude. “O espaço é realmente adequado, como vínhamos solicitando à prefeitura, um abrigo com cara de casa. Algumas crianças passam por momentos difíceis. Em último caso encaminhamos pra cá e é preciso que elas sejam acolhidas adequadamente”, disse a promotora Danielle Carvalho. O local funciona todos os dias, com apoio de profissionais técnicos que garantem todas as atividades necessárias para as adolescentes. Todo o atendimento é acompanhado pelos profissionais da secretaria municipal de Desenvolvimento Social, Habitação, Infância e Adolescência. “Estamos felizes por entregar esse espaço. Tudo foi feito e pensado com carinho e muita atenção. Cada jovem que chega aqui tem o carinho de nossa equipe e essa casa é realmente encantadora. A infraestrutura é completa. É um presente pra todos nós”, afirmou a secretária da pasta, Ana Cristina Silva. O objetivo do Abrigo é acolher meninas afastadas do convívio familiar por meio de medida protetiva, prevista no ECA – Estatuto da Criança e do Adolescente, vítimas de negligência, abandono, maus tratos, violência física ou abuso sexual, entre outros riscos. Acompanhada pela coordenadora do espaço, Evelin Saraiva, pela assistente social, Leidiane Nascimento, e pela nutricionista, Viviane Gomes, a secretária aproveitou para conversar com a equipe técnica responsável pelo abrigo. Além do Abrigo de Meninos, que fica no bairro Vista Alegre, o município possui duas instituições conveniadas que também oferecem acolhimento para as crianças com vulnerabilidade social ou que sofrem maus tratos em casa. Durante a estadia no abrigo, as crianças são atendidas por uma equipe multidisciplinar, incluindo assistentes sociais e psicólogas. O abrigo recebe crianças através da Promotoria de Justiça da Infância e Juventude ou encaminhadas pelo Conselho Tutelar. A coordenadora técnica da Casa de Apoio às Adolescentes, Evelin Saraiva, esclareceu que as meninas realizam diversas atividades no próprio espaço, mas também frequentam outros locais. “Aqui as jovens saem para estudar, fazer cursos e atividades culturais. É uma verdadeira família”. Originalmente matéria publicada no Jornal O Dia (http://odia.ig.com.br)	Ação Social	Conexão Penedo		São Gonçalo	sao goncalo,abrigo,meninas,casa,apoio,adolescentes,jardim,catarina	http://www.conexaopenedo.com.br/2015/07/sao-goncalo-ganha-abrigo-para-meninas/							https://www.dropbox.com/s/ron2mb5edkhp5o0/2015-07-20-%5Bsao%20goncalo%2Cabrigo%2Cmeninas%2Ccasa%2Capoio%2Cadolescentes%2Cjardim%2Ccatarina%5D-Sao%20Goncalo%20ganha%20Abrigo%20para%20Meninas%20%20Conexao%20PenedoConexao%20Penedo.png?dl=0
7/21/2015 15:53:10	7/20/2015	Prefeitura de São Gonçalo notifica quatro estabelecimentos por poluição sonora			Meio Ambiente	Conexão Penedo		São Gonçalo	prefeitura,sao goncalo,notificacao,poluicao sonora,estabelecimentos	http://www.conexaopenedo.com.br/2015/07/prefeitura-de-sao-goncalo-notifica-quatro-estabelecimentos-por-poluicao-sonora/							https://www.dropbox.com/s/xphvtpdp54uwiem/2015-07-09-%5Bestudantes%2Cmerenda%2Csao%20goncalo%2Cprefeitura%2Ceducacao%2Cjornal%2Co%20sao%20goncalo%5D-Falta%20de%20merenda%20prejudica%20alunos%20e%20preocupa%20pais%20de%20S%C3%A3o%20Gon%C3%A7alo%2C%20RJ.png?dl=0
7/21/2015 16:02:38	7/17/2015	Prefeitura de São Gonçalo manterá parceria com o 7º BPM		Após um ano à frente do 7º BPM (São Gonçalo), o coronel Fernando Salema vai ser substituído no comando da unidade pelo tenente-coronel Almyr Cabral Mendonça, que vem do 3º Comando de Policiamento de Área (CPA), na Baixada Fluminense. A solenidade de troca de comando ocorre na manhã desta quinta-feira, dia 16 de julho. Durante o período em que esteve comandando o batalhão gonçalense – responsável pelo policiamento ostensivo e patrulhamento em uma área de mais de 251 quilômetros quadrados, totalizando 94 bairros – o coronel Salema atuou em parceria com a Prefeitura em diversas ações.  “Nossa cidade tem uma população superior à de 14 capitais brasileiras. Somos o segundo município do Estado do Rio, com mais de um milhão de habitantes. Somente através de uma parceria com transparência e tranquilidade podemos promover o bem comum. Tem que haver parceria e cumplicidade tendo como objetivo o bem estar da população. Antes da chegada do Salema, ajudamos na reforma de um posto policial no Jardim Catarina e na gestão dele, a parceria foi ainda maior”, enfatizou o prefeito Neilon Mulim, acrescentando que a saída do Fernando Salema é lamentável, mas que deseja sucesso para a nova missão na vizinha Niterói.  Ainda de acordo com o prefeito, o município se manterá em apoio às ações de segurança pública, ainda não sendo ela uma competência do poder público municipal. “O comandante Fernando Salema foi um grande parceiro da população gonçalense. Solicitei ao governador a sua permanência, mas não foi possível, tendo em vista que é habitual o rodízio entre os municípios”, disse.	Segurança	Correio da Cidade		São Gonçalo	prefeitura,sao goncalo,parceria,bpm,coronel,policiamento,baixada,fluminense	http://correiodacidadeonline.com.br/prefeitura-de-sao-goncalo-mantera-parceria-com-o-7o-bpm/		http://correiodacidadeonline.com.br/wp-content/uploads/2015/07/prefeito-960x641.jpg	http://correiodacidadeonline.com.br/wp-content/uploads/2015/07/prefeito-e-salema.jpg				https://www.dropbox.com/s/gvemjc5xyjsi25u/2015-07-20-%5Bprefeitura%2Csao%20goncalo%2Cnotificacao%2Cpoluicao%20sonora%2Cestabelecimentos%5D-Prefeitura%20de%20Sao%20Goncalo%20notifica%20quatro%20estabelecimentos%20por%20poluicao%20sonora%20Conexao%20PenedoConexao%20Penedo.png?dl=0
7/22/2015 11:51:03	7/22/2015	Consórcios não cumprem normas e 16 ônibus são retirados das ruas de Niterói		Rio – As empresas de ônibus municipais de Niterói tiveram, nesta segunda-feira pela manhã, 16 veículos retirados das ruas por não oferecerem acessibilidade adequada – e necessária – aos passageiros. Outros três veículos de linhas intermunicipais que operam em São Gonçalo foram multadas na mesma operação, realizada em conjunto pela prefeitura e o Departamento de Transportes Rodoviários do Rio (Detro). Elevadores desnivelados, cintos de segurança desregulados e dispositivos que não funcionavam são alguns dos problemas encontrados nos coletivos da Transnit e Transoceânica – consórcios responsáveis pelas linhas municipais. Segundo decreto federal, as empresas de transporte público tinham dez anos para adaptar a frota às necessidades para pessoas com deficiência ou mobilidade reduzida. Após uma década, porém, a Transnit e Transoceânica não cumpriram as normas gerais e critérios, considerados básicos. Os consórcios tinham até dezembro do ano passado para concluir as mudanças. “Desde que o prazo da adaptação expirou, temos realizado vistorias constantes. A ideia não é punir, mas conscientizar”, afirmou o subsecretário da Coordenadoria de Acessibilidade da prefeitura, Bruno Teixeira. O chefe da Fiscalização de Transporte, Paulo Roberto Aurnheimer,  informou que na última ação, em abril deste ano, foram recolhidos 32 ônibus. Nesta segunda, foram 16. Para ele, a redução no número de veículos tirados das ruas mostra que a ação tem surtido efeito. As empresas podem ser multadas R$ 1 mil caso os veículos voltem a circular antes que os reparos sejam feitos. No caso das linhas intermunicipais, a agente auxiliar de Transporte do Detro, Elaine Lucas, multou em R$ 942 as empresas Rio Ita (linha 481M-Apolo III), Estrela (linha 443-Porto Novo) e Fagundes (linha 431-Monjolos). Neste caso, as empresas podem recorrer.	Transporte	Conexão Penedo		Niteroi	consoercio,onibus,sao goncalo,acessibilidade,detro,transporte,rodoviario,rio,transnit,trnsoceanica	http://conexaopenedo.com.br/2015/07/consorcios-nao-cumprem-normas-e-16-onibus-sao-retirados-das-ruas-de-niteroi/							https://www.dropbox.com/s/ost8tusbid72yt4/2015-07-22-%5Bconsoercio%2Conibus%2Csao%20goncalo%2Cacessibilidade%2Cdetro%2Ctransporte%2Crodoviario%2Crio%2Ctransnit%2Ctrnsoceanica%5D-Consorcios%20nao%20cumprem%20normas%20e%2016%20onibus%20sao%20retirados%20das%20ruas%20de%20Niteroi%20Conexao%20PenedoConexao%20Penedo.png?dl=0
